Type;Date;Time;Account;Amount;Amount_LCY;Currency;Category_1;Category_2;Category_3;Payee;Payment_type;Payment_Status;Labels;Notes
Expense;2017-06-08;00:00;CZK;220.0;220.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Koncerty;Spilberk;Cash;Reconciled;[];
Expense;2017-06-08;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-08;00:00;CZK;23.0;23.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2017-06-08;00:00;CZK;10.0;10.0;CZK;Financial expenses;Loan, interests;Osobní_půjčky_-_Expense;KM - Liska Miroslav;Cash;Reconciled;[];
Expense;2017-06-08;00:00;CZK;9.0;9.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-09;00:00;KB - Personal - účet;504.99;504.99;CZK;Communication, PC;Internet;;O2;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-09;00:00;Stravenky;250.0;250.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2017-06-09;00:00;KB - Personal - účet;132.6;132.6;CZK;Food & Drinks;Groceries;Potraviny;Albert;Debit card;Reconciled;[];
Expense;2017-06-09;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-09;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-09;00:00;KB - Personal - účet;24.0;24.0;CZK;Food & Drinks;Work;Svačina;My Food;Debit card;Reconciled;[];
Expense;2017-06-09;00:00;KB - Personal - účet;23.5;23.5;CZK;Food & Drinks;Work;Svačina;Crocus;Debit card;Reconciled;[];
Income;2017-06-09;00:00;CZK;10.0;10.0;CZK;Income;Lending, renting;Osobní_půjčky_-_Income;KM - Liska Miroslav;Cash;Reconciled;[];
Income;2017-06-09;00:00;KB - Personal - účet;35130.0;35130.0;CZK;Income;Wage, invoices;Výplata;Konica Minolta;Web payment;Reconciled;[];
Expense;2017-06-10;00:00;KB - Personal - účet;526.1;526.1;CZK;Food & Drinks;Groceries;Potraviny;Lidl;Debit card;Reconciled;[];
Expense;2017-06-10;00:00;KB - Personal - účet;520.0;520.0;CZK;Life & Entertaiment;Events - General;Trhy,_Streetfood;Ocean48;Debit card;Reconciled;[];
Expense;2017-06-10;00:00;KB - Personal - účet;488.0;488.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Ikea;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-10;00:00;KB - Personal - účet;165.0;165.0;CZK;Shopping;Drug-store, chemist;Drogerie,_Hyg._potřeby;Tesco;Debit card;Reconciled;[];
Expense;2017-06-10;00:00;KB - Personal - účet;129.0;129.0;CZK;Shopping;Drug-store, chemist;Drogerie,_Hyg._potřeby;Lidl;Debit card;Reconciled;[];
Expense;2017-06-10;00:00;KB - Personal - účet;90.0;90.0;CZK;Food & Drinks;Groceries;Alkohol;Hulata Vinoteka;Debit card;Reconciled;[];
Expense;2017-06-10;00:00;KB - Personal - účet;72.5;72.5;CZK;Food & Drinks;Groceries;Potraviny;Tesco;Debit card;Reconciled;[];
Expense;2017-06-12;00:00;CZK;105.0;105.0;CZK;Shopping;Ostatní;;Hornbach;Cash;Reconciled;[];
Expense;2017-06-12;00:00;CZK;65.0;65.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;[];
Expense;2017-06-12;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-12;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-12;00:00;CZK;30.0;30.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2017-06-13;00:00;KB - Personal - účet;1927.0;1927.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Ikea;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-13;00:00;KB - Personal - účet;1500.0;1500.0;CZK;Housing;Energy, utilities;Elektřina;Eon;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-13;00:00;KB - Personal - účet;1000.0;1000.0;CZK;Financial expenses;Financial Expenses;Dary;Vaško Andrea;Debit card;Reconciled;[];
Expense;2017-06-13;00:00;KB - Personal - účet;123.71;123.71;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-13;00:00;CZK;100.0;100.0;CZK;Work-Expense;Others;Penalty_Sheet;Konica Minolta;Cash;Reconciled;[];
Expense;2017-06-13;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-13;00:00;CZK;20.0;20.0;CZK;Shopping;Ostatní;;Ostatni;Cash;Reconciled;[];
Expense;2017-06-13;00:00;CZK;12.0;12.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-14;00:00;KB - Personal - účet;1352.0;1352.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Mato-Duo s.r.o.;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-14;00:00;CZK;160.0;160.0;CZK;Shopping;Ostatní;;Ostatni;Cash;Reconciled;[];
Expense;2017-06-14;00:00;Stravenky;150.0;150.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2017-06-14;00:00;CZK;66.0;66.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2017-06-14;00:00;KB - Personal - účet;53.7;53.7;CZK;Food & Drinks;Groceries;Potraviny;Albert;Debit card;Reconciled;[];
Expense;2017-06-14;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-14;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-14;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Svačina;My Food;Cash;Reconciled;[];
Expense;2017-06-15;00:00;KB - Personal - účet;450.0;450.0;CZK;Financial expenses;Insurances;Životní_pojištění;Komercni Banka;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;Sklizeno;Cash;Reconciled;[];
Expense;2017-06-15;00:00;CZK;70.0;70.0;CZK;Food & Drinks;Groceries;Alkohol;Hulata Vinoteka;Cash;Reconciled;[];
Expense;2017-06-15;00:00;CZK;14.0;14.0;CZK;Food & Drinks;Work;Svačina;Tesco;Cash;Reconciled;[];
Expense;2017-06-15;00:00;CZK;10.0;10.0;CZK;Food & Drinks;Work;Oběd;Sklizeno;Cash;Reconciled;[];
Income;2017-06-15;00:00;KB - Stavební spoření - úvěr 1;436.0;436.0;CZK;Income;Technical;Technical_-_Stavebko_-_úmor;Modra Pyramida;Transfer;Reconciled;[];
Income;2017-06-15;00:00;KB - Stavební spoření - úvěr 2;670.0;670.0;CZK;Income;Technical;Technical_-_Stavebko_-_úmor;Modra Pyramida;Transfer;Reconciled;[];
Income;2017-06-15;00:00;KB - Hypotéka;3336.76;3336.76;CZK;Income;Technical;Technical_-_Hypotéka_-_úmor;Komercni Banka;Transfer;Reconciled;[];
Expense;2017-06-15;00:00;KB - Personal - účet;2949.0;2949.0;CZK;Housing;Maintenance, repairs;Fond_Oprav;SVJ Tesna;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;KB - Personal - účet;420.0;420.0;CZK;Housing;Energy, utilities;Voda;SVJ Tesna;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;KB - Personal - účet;60.0;60.0;CZK;Housing;Energy, utilities;Elektřina;SVJ Tesna;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;KB - Personal - účet;4840.24;4840.24;CZK;Housing;Mortage, loans;Hypotéka_-_úrok;Komercni Banka;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;KB - Personal - účet;3336.76;3336.76;CZK;Housing;Mortage, loans;Hypotéka_-_úmor;Komercni Banka;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;KB - Personal - účet;436.0;436.0;CZK;Housing;Mortage, loans;Stavebko_-_úmor;Modra Pyramida;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;KB - Personal - účet;207.92;207.92;CZK;Housing;Mortage, loans;Stavebko_-_úrok;Modra Pyramida;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-15;00:00;KB - Personal - účet;670.0;670.0;CZK;Vehicle;Rentals, Loans;Vehicle_-_Půjčka_-_úmor;Modra Pyramida;Debit card;Reconciled;['Renault Laguna'];
Expense;2017-06-15;00:00;KB - Personal - účet;748.5;748.5;CZK;Vehicle;Rentals, Loans;Vehicle_-_Půjčka_-_úrok;Modra Pyramida;Debit card;Reconciled;['Renault Laguna'];
Expense;2017-06-16;00:00;CZK;610.0;610.0;CZK;Shopping;Electronic, acesories;Elektronika;Alza;Cash;Reconciled;['Byt - Těsná'];
Expense;2017-06-16;00:00;CZK;335.0;335.0;CZK;Food & Drinks;Groceries;Doplňky_stravy;4Fitness;Cash;Reconciled;[];
Expense;2017-06-16;00:00;CZK;70.0;70.0;CZK;Food & Drinks;Groceries;Alkohol;Hulata Vinoteka;Cash;Reconciled;[];
Expense;2017-06-16;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-16;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-17;00:00;CZK;500.0;500.0;CZK;Life & Entertaiment;Education, development;Kurzy;Stolarna;Cash;Reconciled;[];
Expense;2017-06-17;00:00;KB - Personal - účet;423.02;423.02;CZK;Food & Drinks;Groceries;Potraviny;Kaufland;Debit card;Reconciled;[];
Expense;2017-06-17;00:00;CZK;160.0;160.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2017-06-17;00:00;CZK;50.0;50.0;CZK;Life & Entertaiment;Free Time;Party;Stolarna;Cash;Reconciled;[];
Expense;2017-06-18;00:00;KB - Personal - účet;1615.0;1615.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Ikea;Debit card;Reconciled;['Byt - Těsná'];
Expense;2017-06-18;00:00;CZK;173.0;173.0;CZK;Life & Entertaiment;Free Time;Party;Stolarna;Cash;Reconciled;[];
Expense;2017-06-18;00:00;CZK;70.0;70.0;CZK;Food & Drinks;Občerstvení;Fastfood;Ikea;Cash;Reconciled;[];
Expense;2017-06-18;00:00;CZK;37.0;37.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;['Byt - Těsná'];
Expense;2017-06-18;00:00;CZK;20.0;20.0;CZK;Food & Drinks;Občerstvení;Fastfood;Hornbach;Cash;Reconciled;[];
Expense;2017-06-19;00:00;Stravenky;150.0;150.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2017-06-19;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-19;00:00;KB - Personal - účet;94.8;94.8;CZK;Food & Drinks;Groceries;Potraviny;Albert;Debit card;Reconciled;[];
Expense;2017-06-19;00:00;CZK;80.0;80.0;CZK;Food & Drinks;Občerstvení;Hospoda;U Sosny;Cash;Reconciled;[];
Expense;2017-06-19;00:00;CZK;26.0;26.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2017-06-19;00:00;CZK;10.0;10.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-20;00:00;CZK;170.0;170.0;CZK;Food & Drinks;Občerstvení;Hospoda;U Sosny;Cash;Reconciled;[];
Expense;2017-06-20;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-20;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-20;00:00;KB - Personal - účet;37.0;37.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Debit card;Reconciled;[];
Expense;2017-06-20;00:00;CZK;22.0;22.0;CZK;Food & Drinks;Work;Svačina;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-20;00:00;CZK;22.0;22.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2017-06-20;00:00;CZK;20.0;20.0;CZK;Financial expenses;Loan, interests;Osobní_půjčky_-_Expense;KM - Klimas Radis;Cash;Reconciled;[];
Expense;2017-06-21;00:00;KB - Personal - účet;458.0;458.0;CZK;Transportation;Transport;Vlak;Ceske Drahy;Debit card;Reconciled;[];
Expense;2017-06-21;00:00;CZK;200.0;200.0;CZK;Work-Expense;Others;Penalty_Sheet;Konica Minolta;Cash;Reconciled;[];
Expense;2017-06-21;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-21;00:00;CZK;66.0;66.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2017-06-21;00:00;CZK;40.0;40.0;CZK;Transportation;Transport;Autobus;Busline;Cash;Reconciled;[];
Expense;2017-06-21;00:00;CZK;2.0;2.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-22;00:00;CZK;180.0;180.0;CZK;Shopping;Clothes & shoes;Oblečení;Vietnamska Trznice;Cash;Reconciled;[];
Expense;2017-06-22;00:00;CZK;16.0;16.0;CZK;Food & Drinks;Groceries;Potraviny;Market Point;Cash;Reconciled;[];
Expense;2017-06-23;00:00;CZK;2003.0;2003.0;CZK;Financial expenses;Financial Expenses;Dary;Ostatni;Cash;Reconciled;[];
Expense;2017-06-23;00:00;CZK;200.0;200.0;CZK;Shopping;Electronic, acesories;Elektronika;Alza;Cash;Reconciled;[];
Expense;2017-06-23;00:00;CZK;130.0;130.0;CZK;Shopping;Ostatní;;Kaufland;Cash;Reconciled;[];
Expense;2017-06-23;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Občerstvení;Hospoda;Majlontska Rychta;Cash;Reconciled;[];
Expense;2017-06-23;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-24;00:00;CZK;850.0;850.0;CZK;Food & Drinks;Občerstvení;Restaurace;Galant;Cash;Reconciled;[];
Expense;2017-06-25;00:00;CZK;1912.0;1912.0;CZK;Life & Entertaiment;Holiday,_trips,_hotels;Ubytování;Galant;Cash;Reconciled;[];
Expense;2017-06-25;00:00;CZK;330.0;330.0;CZK;Life & Entertaiment;Events - General;Výstavy,_Hrady,_zámky_...;Veveri;Cash;Reconciled;[];
Expense;2017-06-25;00:00;CZK;60.0;60.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2017-06-26;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-26;00:00;CZK;30.0;30.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Income;2017-06-26;00:00;CZK;1067.0;1067.0;CZK;Housing;Energy, utilities;Voda;SVJ Tesna;Cash;Reconciled;['Byt - Těsná'];
Expense;2017-06-27;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-27;00:00;CZK;66.0;66.0;CZK;Food & Drinks;Work;Svačina;Lidl;Cash;Reconciled;[];
Expense;2017-06-27;00:00;CZK;30.0;30.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2017-06-27;00:00;CZK;29.0;29.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2017-06-28;00:00;CZK;212.0;212.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2017-06-28;00:00;CZK;189.0;189.0;CZK;Food & Drinks;Groceries;Potraviny;Kaufland;Cash;Reconciled;[];
Expense;2017-06-28;00:00;CZK;130.0;130.0;CZK;Food & Drinks;Groceries;Alkohol;Hulata Vinoteka;Cash;Reconciled;[];
Expense;2017-06-28;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-28;00:00;KB - Personal - účet;68.0;68.0;CZK;Financial expenses;Charges, Fees;Poplatek_za_vedení_účtu;Komercni Banka;Debit card;Reconciled;[];
Expense;2017-06-28;00:00;KB - Personal - účet;45.0;45.0;CZK;Financial expenses;Charges, Fees;Poplatek_za_výběr_z_bankomatu;Komercni Banka;Debit card;Reconciled;[];
Expense;2017-06-28;00:00;KB - Personal - účet;39.0;39.0;CZK;Financial expenses;Charges, Fees;Poplatek_za_transakce;Komercni Banka;Debit card;Reconciled;[];
Expense;2017-06-28;00:00;CZK;29.0;29.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2017-06-28;00:00;CZK;20.0;20.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-28;00:00;KB - Personal - účet;19.0;19.0;CZK;Financial expenses;Charges, Fees;Poplatek_za_ostatní;Komercni Banka;Debit card;Reconciled;[];
Expense;2017-06-29;00:00;CZK;187.0;187.0;CZK;Food & Drinks;Groceries;Potraviny;Lidl;Cash;Reconciled;[];
Expense;2017-06-29;00:00;CZK;104.0;104.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-29;00:00;CZK;30.0;30.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2017-06-29;00:00;CZK;20.0;20.0;CZK;Financial expenses;Loan, interests;Osobní_půjčky_-_Expense;KM - Klimas Radis;Cash;Reconciled;[];
Income;2017-06-29;00:00;Stravenky;50.0;50.0;CZK;Income;Lending, renting;Osobní_půjčky_-_Income;KM - Klimas Radis;Cash;Reconciled;[];
Expense;2017-06-30;00:00;CZK;170.0;170.0;CZK;Transportation;Transport;Taxi;Taxi - Brno;Cash;Reconciled;[];
Expense;2017-06-30;00:00;CZK;170.0;170.0;CZK;Life & Entertaiment;Free Time;Party;Savoy;Cash;Reconciled;[];
Expense;2017-06-30;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Občerstvení;Hospoda;Jakoby;Cash;Reconciled;[];
Expense;2017-06-30;00:00;CZK;90.0;90.0;CZK;Food & Drinks;Občerstvení;Hospoda;Na Stojaka;Cash;Reconciled;[];
Expense;2017-06-30;00:00;CZK;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-30;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-06-30;00:00;CZK;35.0;35.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2017-07-03;00:00;CZK;20.0;20.0;CZK;Food & Drinks;Občerstvení;Hospoda;U Sosny;Cash;Reconciled;[];
Expense;2017-07-04;00:00;CZK;230.0;230.0;CZK;Shopping;Electronic, acesories;Elektronika;Kaufland;Cash;Reconciled;[];
Expense;2017-07-04;00:00;CZK;180.0;180.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Představení;Zamek Lednice;Cash;Reconciled;[];
Expense;2017-07-04;00:00;CZK;9.0;9.0;CZK;Life & Entertaiment;Services_-_General;;Ostatni;Cash;Reconciled;[];
Expense;2017-07-05;00:00;CZK;1000.0;1000.0;CZK;Food & Drinks;Občerstvení;Restaurace;U Tlustych;Cash;Reconciled;[];
Expense;2017-07-05;00:00;CZK;230.0;230.0;CZK;Life & Entertaiment;Events - General;Výstavy,_Hrady,_zámky_...;Zamek Valtice;Cash;Reconciled;[];
Expense;2017-07-05;00:00;CZK;200.0;200.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2017-07-05;00:00;CZK;52.0;52.0;CZK;Food & Drinks;Občerstvení;Bar;Vinoteka;Cash;Reconciled;[];
Expense;2017-07-05;00:00;CZK;50.0;50.0;CZK;Life & Entertaiment;Events - General;Výstavy,_Hrady,_zámky_...;Ostatni;Cash;Reconciled;[];
Income;2017-07-05;00:00;KB - Personal - účet;45.0;45.0;CZK;Income;Bank incomes;Bonus_za_výběr_z_ATM;Komercni Banka;Web payment;Reconciled;[];
Income;2017-07-05;00:00;KB - Personal - účet;68.0;68.0;CZK;Income;Bank incomes;Bonus_za_vedení_účtu;Komercni Banka;Web payment;Reconciled;[];
Expense;2017-07-06;00:00;CZK;755.0;755.0;CZK;Food & Drinks;Groceries;Potraviny;Lidl;Cash;Reconciled;[];
Expense;2017-07-06;00:00;CZK;400.0;400.0;CZK;Life & Entertaiment;Holiday,_trips,_hotels;Ubytování;Airbnb;Cash;Reconciled;[];
Expense;2017-07-06;00:00;CZK;110.0;110.0;CZK;Life & Entertaiment;Events - General;Výstavy,_Hrady,_zámky_...;Maryansky Mlyn;Cash;Reconciled;[];
Expense;2017-07-07;00:00;CZK;70.0;70.0;CZK;Food & Drinks;Groceries;Alkohol;Hulata Vinoteka;Cash;Reconciled;[];
Expense;2017-07-08;00:00;CZK;188.0;188.0;CZK;Food & Drinks;Groceries;Potraviny;Kaufland;Cash;Reconciled;[];
Expense;2017-07-08;00:00;CZK;187.0;187.0;CZK;Shopping;Drug-store, chemist;Léky;Dr.Max;Cash;Reconciled;[];
Expense;2017-07-08;00:00;CZK;24.0;24.0;CZK;Shopping;Drug-store, chemist;Drogerie,_Hyg._potřeby;Kaufland;Cash;Reconciled;[];
Expense;2017-07-09;00:00;CZK;441.0;441.0;CZK;Food & Drinks;Groceries;Potraviny;Kaufland;Cash;Reconciled;[];
Expense;2017-07-10;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2017-07-10;00:00;CZK;52.0;52.0;CZK;Food & Drinks;Občerstvení;Fastfood;MC Donald;Cash;Reconciled;[];
Expense;2017-07-10;00:00;CZK;25.0;25.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2017-07-10;00:00;CZK;5.0;5.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;[];
